481;Salaspils novads
482;Salaspils novads
483;LV-SA
484;LV-SA
485;Saulkrastu novads
486;Siguldas novads
487;Siguldas novads
488;Skrundas novads
489;Skrundas novads
490;Skrīveru novads
491;Skrīveru novads
492;Smiltenes novads
493;Smiltenes novads
494;Stopiņu novads
495;Stopiņu novads
496;Strenču novads
497;Sējas novads
498;Sējas novads
499;LV-TA
500;LV-TA
501;LV-TU
502;LV-TU
503;Tērvetes novads
504;Tērvetes novads
505;Vaiņodes novads
506;LV-VK
507;LV-VM
508;Varakļānu novads
509;Vecpiebalgas novads
510;Vecumnieku novads
511;Vecumnieku novads
512;LV-VE
513;Viesītes novads
514;Viesītes novads
515;Viļakas novads
516;Viļānu novads
517;Viļānu novads
518;Vārkavas novads
519;Zilupes novads
520;Ādažu novads
521;Ādažu novads
522;Ērgļu novads
523;Ķeguma novads
524;Ķekavas novads
525;LT-AL
526;LT-KU
527;LT-KL
528;LT-MR
529;LT-PN
530;LT-SA
531;LT-TA
532;LT-TE
533;LT-UT
534;LT-VL
